InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
557854,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,1,2011-06-23 11:38:00,0.85,13268.0,United Kingdom
539920,21259,VICTORIAN SEWING BOX SMALL ,2,2010-12-23 11:06:00,5.95,14085.0,United Kingdom
571671,23221,REINDEER HEART DECORATION SILVER,25,2011-10-18 13:15:00,0.83,16940.0,United Kingdom
568329,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,2011-09-26 14:12:00,4.95,15243.0,United Kingdom
539075,22456,NATURAL SLATE CHALKBOARD LARGE ,1,2010-12-15 17:28:00,4.95,17189.0,United Kingdom
557409,22919,HERB MARKER MINT,24,2011-06-20 11:34:00,0.65,15410.0,United Kingdom
578949,23201,JUMBO BAG ALPHABET,1,2011-11-27 14:30:00,2.08,14954.0,United Kingdom
559552,84884A,ANT WHITE WIRE HEART SPIRAL,1,2011-07-10 16:29:00,3.95,16014.0,United Kingdom
568645,22382,LUNCH BAG SPACEBOY DESIGN ,10,2011-09-28 11:38:00,1.65,12656.0,France
567236,20685,DOORMAT RED RETROSPOT,4,2011-09-19 11:33:00,8.25,14735.0,United Kingdom
561592,22776,SWEETHEART CAKESTAND 3 TIER,4,2011-07-28 11:18:00,9.95,14560.0,United Kingdom
553156,21989,PACK OF 20 SKULL PAPER NAPKINS,4,2011-05-13 14:58:00,0.85,17841.0,United Kingdom
567213,23333,IVORY WICKER HEART MEDIUM,1,2011-09-19 11:04:00,1.25,14684.0,United Kingdom
573364,23322,LARGE WHITE HEART OF WICKER,2,2011-10-30 13:09:00,2.95,14710.0,United Kingdom
554007,23081,GREEN METAL BOX ARMY SUPPLIES,1,2011-05-20 12:26:00,8.25,17961.0,United Kingdom
548612,22917,HERB MARKER ROSEMARY,6,2011-04-01 11:34:00,0.65,13137.0,United Kingdom
569977,23538,WALL ART VINTAGE HEART,3,2011-10-06 19:27:00,4.95,14702.0,United Kingdom
550978,22087,PAPER BUNTING WHITE LACE,6,2011-04-21 17:31:00,2.95,13983.0,United Kingdom
574064,21544,SKULLS  WATER TRANSFER TATTOOS ,12,2011-11-02 14:35:00,0.85,17434.0,United Kingdom
577985,21535,RED RETROSPOT SMALL MILK JUG,6,2011-11-22 12:25:00,2.55,15116.0,United Kingdom
559052,22132,RED LOVE HEART SHAPE CUP,1,2011-07-05 16:53:00,1.63,,United Kingdom
573585,23220,REINDEER HEART DECORATION GOLD,1,2011-10-31 14:41:00,1.63,,United Kingdom
576650,22534,MAGIC DRAWING SLATE SPACEBOY ,24,2011-11-16 10:34:00,0.42,14286.0,United Kingdom
556905,21936,RED RETROSPOT PICNIC BAG,1,2011-06-15 13:05:00,2.95,16904.0,United Kingdom
541859,20996,JAZZ HEARTS ADDRESS BOOK,6,2011-01-23 15:34:00,0.42,14606.0,United Kingdom
574093,21125,SET 6 FOOTBALL CELEBRATION CANDLES,12,2011-11-03 09:43:00,1.25,12437.0,France
569848,22379,RECYCLING BAG RETROSPOT ,10,2011-10-06 13:48:00,2.1,16316.0,United Kingdom
575601,22971,QUEENS GUARD COFFEE MUG,1,2011-11-10 12:16:00,2.55,,United Kingdom
570430,22320,BIRDS MOBILE VINTAGE DESIGN,5,2011-10-10 14:25:00,5.95,15886.0,United Kingdom
578680,23581,JUMBO BAG PAISLEY PARK,20,2011-11-25 08:23:00,2.08,16458.0,United Kingdom
549584,22567,20 DOLLY PEGS RETROSPOT,12,2011-04-11 09:47:00,1.45,17574.0,United Kingdom
557766,72598,SET/12 TAPER CANDLES,12,2011-06-22 14:24:00,0.85,16566.0,United Kingdom
560285,22730,ALARM CLOCK BAKELIKE IVORY,4,2011-07-18 09:21:00,3.75,14944.0,United Kingdom
573553,23355,HOT WATER BOTTLE KEEP CALM,1,2011-10-31 13:48:00,10.79,,United Kingdom
567093,22959,WRAP CHRISTMAS VILLAGE,200,2011-09-16 12:50:00,0.36,17144.0,United Kingdom
537224,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,2,2010-12-05 16:24:00,4.95,13174.0,United Kingdom
561382,21755,LOVE BUILDING BLOCK WORD,1,2011-07-26 17:27:00,5.95,16750.0,United Kingdom
565415,21463,MIRRORED DISCO BALL ,2,2011-09-04 12:00:00,5.95,14067.0,United Kingdom
563580,84927F,PSYCHEDELIC TILE HOOK,2,2011-08-17 15:53:00,0.39,16706.0,United Kingdom
565366,22835,HOT WATER BOTTLE I AM SO POORLY,4,2011-09-02 14:56:00,4.65,17091.0,United Kingdom
560233,23301,GARDENERS KNEELING PAD KEEP CALM ,2,2011-07-17 11:10:00,1.65,16813.0,United Kingdom
558620,21755,LOVE BUILDING BLOCK WORD,2,2011-06-30 16:39:00,5.95,15584.0,United Kingdom
539225,22342,HOME GARLAND PAINTED ZINC ,12,2010-12-16 13:02:00,1.65,15379.0,United Kingdom
567667,85231B,CINAMMON SET OF 9 T-LIGHTS,1,2011-09-21 15:24:00,0.85,,United Kingdom
548663,21930,JUMBO STORAGE BAG SKULLS,2,2011-04-01 14:44:00,4.96,,United Kingdom
551174,22432,WATERING CAN PINK BUNNY,7,2011-04-26 17:02:00,1.95,,United Kingdom
558240,22268,DECORATION SITTING BUNNY,1,2011-06-27 15:27:00,0.63,,United Kingdom
549966,22443,GROW YOUR OWN HERBS SET OF 3,2,2011-04-13 14:17:00,7.95,16224.0,United Kingdom
569228,20992,JAZZ HEARTS PURSE NOTEBOOK,3,2011-10-02 14:47:00,0.39,15547.0,United Kingdom
570818,22384,LUNCH BAG PINK POLKADOT,1,2011-10-12 12:47:00,1.65,17841.0,United Kingdom
551991,82600,NO SINGING METAL SIGN,1,2011-05-05 15:29:00,2.1,14697.0,United Kingdom
537012,21535,,-12,2010-12-03 15:39:00,0.0,,United Kingdom
556263,23235,STORAGE TIN VINTAGE LEAF,2,2011-06-09 18:41:00,2.89,13969.0,United Kingdom
574673,22382,LUNCH BAG SPACEBOY DESIGN ,2,2011-11-06 12:26:00,1.65,15555.0,United Kingdom
560711,84519B,CARROT CHARLIE+LOLA COASTER SET,2,2011-07-20 12:58:00,1.25,17841.0,United Kingdom
575739,22274,FELTCRAFT DOLL EMILY,1,2011-11-11 09:05:00,5.79,,United Kingdom
564820,22507,MEMO BOARD RETROSPOT  DESIGN,1,2011-08-30 12:16:00,10.79,,United Kingdom
578942,20762,GREEN FERN SKETCHBOOK ,1,2011-11-27 13:29:00,3.75,17288.0,United Kingdom
561515,21314,SMALL GLASS HEART TRINKET POT,3,2011-07-27 15:16:00,4.13,,United Kingdom
573886,22091,EMPIRE TISSUE BOX,36,2011-11-01 13:37:00,0.39,14401.0,United Kingdom
570102,23518,EMBROIDERED RIBBON REEL RACHEL ,6,2011-10-07 12:17:00,2.89,16455.0,United Kingdom
568831,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,2,2011-09-29 11:35:00,4.95,16059.0,United Kingdom
572678,22038,BOTANICAL LAVENDER GIFT WRAP ,25,2011-10-25 13:46:00,0.42,13182.0,United Kingdom
538917,22294,HEART FILIGREE DOVE  SMALL,12,2010-12-15 10:57:00,1.25,17449.0,United Kingdom
562218,20971,PINK BLUE FELT CRAFT TRINKET BOX,24,2011-08-03 14:07:00,1.25,13851.0,United Kingdom
541827,85194L,HANGING SPRING FLOWER EGG LARGE,15,2011-01-21 17:05:00,1.63,,United Kingdom
555326,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,1,2011-06-02 11:03:00,4.13,,United Kingdom
558371,20675,BLUE POLKADOT BOWL,5,2011-06-28 15:44:00,2.46,,United Kingdom
553890,17084N,FAIRY DREAMS INCENSE ,3,2011-05-19 16:32:00,0.42,,United Kingdom
544684,84950,ASSORTED COLOUR T-LIGHT HOLDER,6,2011-02-22 16:32:00,1.38,,United Kingdom
544942,21382,SET/4 SPRING FLOWER DECORATION,6,2011-02-25 10:29:00,2.95,15544.0,United Kingdom
550136,22433,WATERING CAN GREEN DINOSAUR,12,2011-04-14 13:56:00,1.95,16957.0,United Kingdom
564749,22728,ALARM CLOCK BAKELIKE PINK,4,2011-08-30 08:15:00,3.75,12708.0,Germany
580729,20619,TROPICAL PASSPORT COVER ,2,2011-12-05 17:24:00,4.13,,United Kingdom
578074,23570,TRADITIONAL PICK UP STICKS GAME ,4,2011-11-22 16:06:00,1.25,17590.0,United Kingdom
545333,22161,HEART DECORATION RUSTIC HANGING ,3,2011-03-01 16:22:00,0.79,,United Kingdom
551006,22381,TOY TIDY PINK POLKADOT,3,2011-04-26 09:48:00,4.96,,United Kingdom
568719,23294,SET OF 6 SNACK LOAF BAKING CASES,3,2011-09-28 16:19:00,2.46,,United Kingdom
544812,21662,VINTAGE GLASS COFFEE CADDY,1,2011-02-23 15:58:00,11.63,,United Kingdom
575627,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,96,2011-11-10 13:28:00,0.29,17977.0,United Kingdom
548621,22131,FOOD CONTAINER SET 3 LOVE HEART ,2,2011-04-01 11:54:00,1.95,16960.0,United Kingdom
536538,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,5,2010-12-01 13:54:00,2.95,14594.0,United Kingdom
580727,22966,GINGERBREAD MAN COOKIE CUTTER,1,2011-12-05 17:17:00,2.46,14096.0,United Kingdom
558625,22651,GENTLEMAN SHIRT REPAIR KIT ,12,2011-06-30 17:29:00,0.85,14132.0,United Kingdom
545085,84987,SET OF 36 TEATIME PAPER DOILIES,6,2011-02-28 11:19:00,1.45,15039.0,United Kingdom
572336,23571,TRADITIONAL NAUGHTS & CROSSES,12,2011-10-24 10:29:00,1.65,13523.0,United Kingdom
558443,22699,ROSES REGENCY TEACUP AND SAUCER ,24,2011-06-29 13:20:00,2.55,15189.0,United Kingdom
541592,22024,RAINY LADIES BIRTHDAY CARD,1,2011-01-19 15:08:00,0.83,,United Kingdom
C564138,23239,SET OF 4 KNICK KNACK TINS POPPIES,-1,2011-08-23 11:36:00,3.75,12753.0,Japan
574532,22621,TRADITIONAL KNITTING NANCY,12,2011-11-04 14:19:00,1.65,15676.0,United Kingdom
549188,22423,REGENCY CAKESTAND 3 TIER,1,2011-04-07 10:10:00,12.75,13731.0,United Kingdom
580295,21213,PACK OF 72 SKULL CAKE CASES,1,2011-12-02 13:49:00,0.55,17841.0,United Kingdom
580162,22174,PHOTO CUBE,1,2011-12-02 10:52:00,1.65,12856.0,United Kingdom
544448,22997,TRAVEL CARD WALLET UNION JACK,5,2011-02-20 12:01:00,0.42,14878.0,United Kingdom
552676,21731,RED TOADSTOOL LED NIGHT LIGHT,2,2011-05-10 15:07:00,4.13,,United Kingdom
546306,20726,LUNCH BAG WOODLAND,1,2011-03-10 16:16:00,4.13,,United Kingdom
568952,22044,CHRISTMAS CARD STACK OF PRESENTS,24,2011-09-29 15:29:00,0.19,14305.0,United Kingdom
C556640,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,-1,2011-06-13 15:44:00,0.83,13148.0,United Kingdom
568712,23226,FILIGREE HEART DAISY WHITE,2,2011-09-28 15:50:00,1.25,17841.0,United Kingdom
573245,21908,CHOCOLATE THIS WAY METAL SIGN,2,2011-10-28 12:08:00,2.1,17841.0,United Kingdom
555347,20728,LUNCH BAG CARS BLUE,10,2011-06-02 12:04:00,1.65,14389.0,United Kingdom
576840,23295,SET OF 12 MINI LOAF BAKING CASES,2,2011-11-16 15:23:00,2.46,,United Kingdom
565234,22139,RETROSPOT TEA SET CERAMIC 11 PC ,1,2011-09-02 09:38:00,10.79,,United Kingdom
546888,22165,"DIAMANTE HEART SHAPED WALL MIRROR, ",2,2011-03-17 18:15:00,10.79,,United Kingdom
538853,20983,12 PENCILS TALL TUBE RED RETROSPOT,2,2010-12-14 13:35:00,0.85,16805.0,United Kingdom
560250,21329,DINOSAURS  WRITING SET ,3,2011-07-17 12:31:00,1.65,14659.0,United Kingdom
555343,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,2,2011-06-02 11:42:00,3.29,15918.0,United Kingdom
557762,84997B,CHILDRENS CUTLERY RETROSPOT RED ,4,2011-06-22 14:01:00,4.15,15810.0,United Kingdom
547194,22892,SET OF SALT AND PEPPER TOADSTOOLS,6,2011-03-21 12:42:00,1.25,12637.0,France
578833,20733,GOLD MINI TAPE MEASURE ,1,2011-11-25 15:23:00,1.63,,United Kingdom
538843,22728,ALARM CLOCK BAKELIKE PINK,2,2010-12-14 13:18:00,3.75,16033.0,United Kingdom
575891,22219,LOVEBIRD HANGING DECORATION WHITE ,12,2011-11-11 14:12:00,0.85,15692.0,United Kingdom
561894,22659,LUNCH BOX I LOVE LONDON,1,2011-07-31 15:00:00,1.95,14456.0,United Kingdom
576644,15056n,EDWARDIAN PARASOL NATURAL,1,2011-11-16 10:01:00,12.46,,United Kingdom
579268,16008,SMALL FOLDING SCISSOR(POINTED EDGE),24,2011-11-29 09:47:00,0.12,14321.0,United Kingdom
576911,23320,GIANT 50'S CHRISTMAS CRACKER,2,2011-11-17 10:01:00,2.89,17461.0,United Kingdom
537642,21867,PINK UNION JACK  LUGGAGE TAG,1,2010-12-07 15:33:00,2.51,,United Kingdom
562114,21033,JUMBO BAG CHARLIE AND LOLA TOYS,1,2011-08-02 16:14:00,2.46,,United Kingdom
580716,22708,WRAP DOLLY GIRL,25,2011-12-05 16:48:00,0.42,12367.0,Denmark
572295,23445,ICE CREAM BUBBLES,20,2011-10-23 13:49:00,0.83,16686.0,United Kingdom
567429,22356,CHARLOTTE BAG PINK POLKADOT,10,2011-09-20 11:39:00,0.85,17686.0,United Kingdom
572288,22960,JAM MAKING SET WITH JARS,1,2011-10-23 12:28:00,4.25,17377.0,United Kingdom
558906,22804,CANDLEHOLDER PINK HANGING HEART,2,2011-07-04 16:35:00,2.95,15555.0,United Kingdom
544812,20727,LUNCH BAG  BLACK SKULL.,1,2011-02-23 15:58:00,4.13,,United Kingdom
572669,23272,TREE T-LIGHT HOLDER WILLIE WINKIE,4,2011-10-25 13:10:00,1.65,16549.0,United Kingdom
552234,47593B,SCOTTIE DOGS BABY BIB,1,2011-05-06 16:01:00,0.83,,United Kingdom
576779,23471,SIX DRAWER OFFICE TIDY,1,2011-11-16 13:25:00,9.95,14554.0,United Kingdom
551291,21027,NINJA RABBIT PINK,20,2011-04-27 14:26:00,1.06,14298.0,United Kingdom
575845,23372,SET 36 COLOUR PENCILS DOLLY GIRL,16,2011-11-11 12:07:00,1.25,12598.0,France
565726,22026,BANQUET BIRTHDAY  CARD  ,12,2011-09-06 11:58:00,0.42,14360.0,United Kingdom
546466,21466,RED FLOWER CROCHET FOOD COVER,2,2011-03-14 11:04:00,3.75,18118.0,United Kingdom
547498,22521,CHILDS GARDEN TROWEL PINK,1,2011-03-23 12:24:00,0.85,15021.0,United Kingdom
576246,22697,GREEN REGENCY TEACUP AND SAUCER,2,2011-11-14 13:42:00,2.95,17566.0,United Kingdom
550458,21985,PACK OF 12 HEARTS DESIGN TISSUES ,1,2011-04-18 13:13:00,0.83,,United Kingdom
577504,22996,TRAVEL CARD WALLET VINTAGE TICKET,6,2011-11-20 12:36:00,0.42,14159.0,United Kingdom
577498,20751,FUNKY WASHING UP GLOVES ASSORTED,1,2011-11-20 12:22:00,2.1,15906.0,United Kingdom
557442,21058,PARTY INVITES WOODLAND,4,2011-06-20 12:53:00,0.85,14808.0,United Kingdom
549687,21123,SET/10 IVORY POLKADOT PARTY CANDLES,24,2011-04-11 13:29:00,1.25,12363.0,Unspecified
576322,22138,BAKING SET 9 PIECE RETROSPOT ,3,2011-11-14 15:03:00,4.95,12642.0,Germany
572866,22356,CHARLOTTE BAG PINK POLKADOT,10,2011-10-26 13:07:00,0.85,15005.0,United Kingdom
569897,22229,BUNNY WOODEN PAINTED WITH FLOWER ,1,2011-10-06 16:01:00,0.39,17813.0,United Kingdom
558067,21936,RED RETROSPOT PICNIC BAG,5,2011-06-24 15:51:00,2.95,14156.0,EIRE
570919,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4,2011-10-13 10:57:00,4.95,12584.0,Italy
565224,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,2,2011-09-01 19:11:00,8.95,14713.0,United Kingdom
549999,22960,JAM MAKING SET WITH JARS,6,2011-04-14 09:09:00,4.25,15813.0,United Kingdom
547547,22595,GINGHAM HEART DECORATION,1,2011-03-23 15:30:00,1.63,,United Kingdom
551152,22053,EMPIRE DESIGN ROSETTE,2,2011-04-26 14:47:00,1.25,13230.0,United Kingdom
576373,48138,DOORMAT UNION FLAG,6,2011-11-15 08:43:00,8.25,12640.0,France
581164,23322,LARGE WHITE HEART OF WICKER,1,2011-12-07 14:34:00,2.95,14395.0,United Kingdom
538877,22078,RIBBON REEL LACE DESIGN ,1,2010-12-14 15:29:00,4.81,,United Kingdom
565584,85053,FRENCH ENAMEL CANDLEHOLDER,6,2011-09-05 13:10:00,2.1,14243.0,United Kingdom
554098,23076,ICE CREAM SUNDAE LIP GLOSS,24,2011-05-22 13:01:00,1.25,14769.0,United Kingdom
576609,22988,SOLDIERS EGG CUP ,6,2011-11-15 16:08:00,1.25,15556.0,United Kingdom
578347,90038A,GLASS AND PAINTED BEADS BRACELET TO,1,2011-11-24 09:26:00,3.73,,United Kingdom
560433,22595,GINGHAM HEART DECORATION,1,2011-07-18 15:49:00,1.63,,United Kingdom
563613,22343,PARTY PIZZA DISH RED RETROSPOT,12,2011-08-18 08:49:00,0.85,12688.0,Israel
552320,23253,16 PIECE CUTLERY SET PANTRY DESIGN,2,2011-05-09 08:26:00,15.95,13985.0,United Kingdom
570423,22750,FELTCRAFT PRINCESS LOLA DOLL,2,2011-10-10 13:38:00,3.75,14451.0,United Kingdom
576787,85049A,TRADITIONAL CHRISTMAS RIBBONS,12,2011-11-16 13:54:00,1.25,13815.0,Germany
572771,47566,PARTY BUNTING,4,2011-10-26 10:24:00,4.95,16173.0,United Kingdom
542275,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,6,2011-01-27 10:18:00,2.1,13089.0,United Kingdom
563734,23309,SET OF 60 I LOVE LONDON CAKE CASES ,12,2011-08-18 18:11:00,0.55,14064.0,United Kingdom
571944,22899,CHILDREN'S APRON DOLLY GIRL ,6,2011-10-20 10:15:00,2.1,13755.0,United Kingdom
561209,23168,CLASSIC CAFE SUGAR DISPENSER,2,2011-07-25 16:57:00,2.46,,United Kingdom
576867,23497,CLASSIC CHROME BICYCLE BELL ,12,2011-11-16 16:18:00,1.45,13012.0,United Kingdom
562562,20828,GLITTER BUTTERFLY CLIPS,6,2011-08-05 17:43:00,2.55,16271.0,United Kingdom
559921,21711,FOLDING UMBRELLA WHITE/RED POLKADOT,1,2011-07-13 15:42:00,4.95,13667.0,United Kingdom
581578,21124,SET/10 BLUE POLKADOT PARTY CANDLES,24,2011-12-09 12:16:00,1.25,12713.0,Germany
539010,22662,LUNCH BAG DOLLY GIRL DESIGN,2,2010-12-15 13:24:00,1.65,15005.0,United Kingdom
564558,POST,POSTAGE,2,2011-08-26 08:59:00,40.0,12704.0,Finland
541011,85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,12,2011-01-13 11:26:00,1.65,15447.0,United Kingdom
554939,84997B,CHILDRENS CUTLERY RETROSPOT RED ,1,2011-05-27 13:49:00,4.15,15311.0,United Kingdom
580373,15036,ASSORTED COLOURS SILK FAN,24,2011-12-02 17:06:00,0.83,14788.0,United Kingdom
567183,85150,LADIES & GENTLEMEN METAL SIGN,2,2011-09-18 15:32:00,2.55,14769.0,United Kingdom
575607,22838,3 TIER CAKE TIN RED AND CREAM,1,2011-11-10 12:37:00,29.13,14096.0,United Kingdom
576704,23403,LETTER HOLDER HOME SWEET HOME,1,2011-11-16 12:29:00,3.75,14527.0,United Kingdom
550796,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,3,2011-04-20 14:38:00,0.85,17211.0,United Kingdom
538255,21974,SET OF 36 PAISLEY FLOWER DOILIES,24,2010-12-10 12:33:00,1.45,14911.0,EIRE
539000,21056,DOCTOR'S BAG SOFT TOY,3,2010-12-15 12:27:00,8.95,13092.0,United Kingdom
538351,21955,DOORMAT UNION JACK GUNS AND ROSES,2,2010-12-10 15:17:00,16.98,,United Kingdom
558614,84920,PINK FLOWER FABRIC PONY,2,2011-06-30 15:56:00,3.29,,United Kingdom
560105,21932,SCANDINAVIAN PAISLEY PICNIC BAG,3,2011-07-14 19:23:00,1.65,16794.0,United Kingdom
577010,23368,SET 12 COLOUR PENCILS DOLLY GIRL ,20,2011-11-17 12:11:00,0.65,15506.0,United Kingdom
580148,21218,RED SPOTTY BISCUIT TIN,2,2011-12-02 10:08:00,8.29,,United Kingdom
537666,22840,ROUND CAKE TIN VINTAGE RED,1,2010-12-07 18:36:00,16.13,,United Kingdom
569700,21977,PACK OF 60 PINK PAISLEY CAKE CASES,1,2011-10-05 15:56:00,1.25,,United Kingdom
573368,22301,COFFEE MUG CAT + BIRD DESIGN,12,2011-10-30 13:18:00,2.55,14507.0,United Kingdom
572185,20723,STRAWBERRY CHARLOTTE BAG,35,2011-10-21 10:52:00,2.46,,United Kingdom
561651,35971,ROSE FOLKART HEART DECORATIONS,1,2011-07-28 15:36:00,2.46,,United Kingdom
549981,22518,CHILDS GARDEN BRUSH BLUE,1,2011-04-13 15:49:00,2.1,16348.0,United Kingdom
554112,90201B,BLACK ENAMEL FLOWER RING,1,2011-05-22 14:44:00,2.95,17611.0,United Kingdom
579001,21819,GLITTER CHRISTMAS STAR ,10,2011-11-27 16:19:00,0.39,15555.0,United Kingdom
570410,22396,MAGNETS PACK OF 4 RETRO PHOTO,1,2011-10-10 13:04:00,0.39,16776.0,United Kingdom
553067,22178,VICTORIAN GLASS HANGING T-LIGHT,6,2011-05-13 11:44:00,1.25,16871.0,United Kingdom
575034,23354,6 GIFT TAGS 50'S CHRISTMAS ,36,2011-11-08 11:38:00,0.83,15573.0,United Kingdom
564353,23032,DRAWER KNOB CRACKLE GLAZE IVORY,12,2011-08-24 15:08:00,1.65,15764.0,United Kingdom
551693,22651,GENTLEMAN SHIRT REPAIR KIT ,12,2011-05-03 13:36:00,0.85,15582.0,United Kingdom
550911,21843,RED RETROSPOT CAKE STAND,1,2011-04-21 13:11:00,10.95,12354.0,Spain
561513,23112,PARISIENNE CURIO CABINET,1,2011-07-27 15:12:00,14.96,,United Kingdom
543182,85099F,JUMBO BAG STRAWBERRY,4,2011-02-04 10:40:00,4.13,,United Kingdom
551397,22087,PAPER BUNTING WHITE LACE,6,2011-04-28 12:55:00,2.95,15952.0,United Kingdom
556813,22379,RECYCLING BAG RETROSPOT ,1,2011-06-14 17:28:00,4.13,,United Kingdom
558810,21523,DOORMAT FANCY FONT HOME SWEET HOME,1,2011-07-04 11:11:00,16.63,,United Kingdom
556433,20677,PINK POLKADOT BOWL,4,2011-06-10 14:01:00,2.46,,United Kingdom
549943,21874,GIN AND TONIC MUG,1,2011-04-13 12:09:00,1.25,13544.0,United Kingdom
563230,22367,CHILDRENS APRON SPACEBOY DESIGN,2,2011-08-14 15:39:00,1.95,15376.0,United Kingdom
537823,21680,WOODLAND  STICKERS,1,2010-12-08 14:25:00,1.66,,United Kingdom
573585,21932,SCANDINAVIAN PAISLEY PICNIC BAG,3,2011-10-31 14:41:00,2.46,,United Kingdom
559918,84978,HANGING HEART JAR T-LIGHT HOLDER,12,2011-07-13 15:29:00,1.25,18225.0,United Kingdom
559812,84946,ANTIQUE SILVER T-LIGHT GLASS,18,2011-07-12 15:29:00,1.25,15051.0,United Kingdom
567153,22976,CIRCUS PARADE CHILDRENS EGG CUP ,3,2011-09-16 16:25:00,1.25,14056.0,United Kingdom
575726,23355,HOT WATER BOTTLE KEEP CALM,2,2011-11-10 19:12:00,4.95,16791.0,United Kingdom
573029,22745,POPPY'S PLAYHOUSE BEDROOM ,3,2011-10-27 13:33:00,2.1,14971.0,United Kingdom
539437,22903,CALENDAR FAMILY FAVOURITES,1,2010-12-17 14:54:00,5.91,,United Kingdom
576365,23005,TRAVEL CARD WALLET I LOVE LONDON,94,2011-11-14 17:55:00,1.0,,United Kingdom
554694,22712,CARD DOLLY GIRL ,1,2011-05-25 17:06:00,0.83,,United Kingdom
549588,37501,TEA TIME TEA SET IN GIFT BOX,6,2011-04-11 10:04:00,6.95,12428.0,Finland
555938,22469,HEART OF WICKER SMALL,24,2011-06-08 09:58:00,1.65,14257.0,United Kingdom
554113,22028,PENNY FARTHING BIRTHDAY CARD,12,2011-05-22 14:53:00,0.42,16700.0,United Kingdom
540551,22338,STAR DECORATION PAINTED ZINC ,2,2011-01-10 09:43:00,1.28,,United Kingdom
541421,90125B,AQUA BERTIE GLASS BEAD BAG CHARM,1,2011-01-17 17:44:00,1.63,,United Kingdom
565455,22199,FRYING PAN RED RETROSPOT,1,2011-09-04 16:09:00,4.25,,United Kingdom
561647,20725,LUNCH BAG RED RETROSPOT,100,2011-07-28 15:20:00,1.45,13340.0,United Kingdom
544040,22569,FELTCRAFT CUSHION BUTTERFLY,1,2011-02-15 11:40:00,3.75,14701.0,United Kingdom
562445,23267,SET OF 4 SANTA PLACE SETTINGS,12,2011-08-04 18:51:00,1.25,12417.0,Belgium
571280,21989,PACK OF 20 SKULL PAPER NAPKINS,2,2011-10-16 13:08:00,0.85,18122.0,United Kingdom
553727,85099B,JUMBO BAG RED RETROSPOT,20,2011-05-18 16:56:00,2.08,13531.0,United Kingdom
558904,22752,SET 7 BABUSHKA NESTING BOXES,2,2011-07-04 16:18:00,8.29,,United Kingdom
538168,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,13,2010-12-09 19:23:00,2.95,14702.0,United Kingdom
541248,21832,CHOCOLATE CALCULATOR,1,2011-01-16 13:04:00,1.65,12748.0,United Kingdom
577519,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,14,2011-11-20 13:20:00,2.95,15044.0,United Kingdom
563195,22501,PICNIC BASKET WICKER LARGE,1,2011-08-12 16:36:00,20.79,,United Kingdom
556190,22822,CREAM WALL PLANTER HEART SHAPED,2,2011-06-09 12:01:00,5.95,15780.0,United Kingdom
575215,23112,PARISIENNE CURIO CABINET,2,2011-11-09 11:04:00,7.5,18109.0,United Kingdom
573407,23419,HOME SWEET HOME BOTTLE ,1,2011-10-30 15:58:00,2.08,18067.0,United Kingdom
572675,20961,STRAWBERRY BATH SPONGE ,4,2011-10-25 13:20:00,1.25,17917.0,United Kingdom
542990,21524,DOORMAT SPOTTY HOME SWEET HOME,2,2011-02-02 11:43:00,7.95,13468.0,United Kingdom
568999,23378,PACK OF 12 50'S CHRISTMAS TISSUES,24,2011-09-29 17:34:00,0.39,15949.0,United Kingdom
557303,23209,LUNCH BAG DOILEY PATTERN ,10,2011-06-19 14:36:00,1.65,12450.0,Spain
538453,22333,RETROSPOT PARTY BAG + STICKER SET,6,2010-12-12 12:26:00,1.65,16779.0,United Kingdom
562113,23199,JUMBO BAG APPLES,1,2011-08-02 16:11:00,4.13,,United Kingdom
566202,47566,PARTY BUNTING,2,2011-09-09 14:22:00,4.95,15652.0,United Kingdom
574662,23284,DOORMAT KEEP CALM AND COME IN,2,2011-11-06 12:01:00,8.25,16676.0,United Kingdom
569027,23012,GLASS APOTHECARY BOTTLE PERFUME,4,2011-09-30 10:19:00,3.95,13089.0,United Kingdom
540099,47559B,TEA TIME OVEN GLOVE,10,2011-01-04 16:41:00,1.25,15808.0,United Kingdom
559928,21424,WOODLAND STORAGE BOX LARGE ,12,2011-07-14 08:52:00,2.95,12405.0,Finland
569803,22791,T-LIGHT GLASS FLUTED ANTIQUE,12,2011-10-06 11:48:00,1.25,13090.0,United Kingdom
568188,23349,ROLL WRAP VINTAGE CHRISTMAS,1,2011-09-25 14:33:00,1.25,16049.0,United Kingdom
